agent,final_position,battery_soc,lap_time,won,laps_completed,avg_speed,consistency_rating,strategy_effectiveness,scenario_id
Aggressive,5,5.0,99.70129161144904,0,57,180.5392859918878,0.85,0.9248821247755632,S0065_0
Opportunist,6,5.0,102.77983368760044,0,57,175.13163189883187,0.8196817829197292,0.9492188579679949,S0065_0
Defensive,7,5.0,102.70912613479022,0,57,175.25219693114434,0.8332453340296191,0.8522782558421212,S0065_0
Adaptive,1,5.0,95.5629448601022,1,67,188.3575273486057,0.8995505209032525,0.6392454038724971,S0066_0
Defensive,2,5.0,95.59139174958175,0,67,188.30147433310862,0.9111190703922037,0.777750558950358,S0066_0
Conservative,3,7.156027037595907,97.50285707887352,0,67,184.6099749204186,0.95,0.6473717355296433,S0066_0
Balanced,4,5.0,98.8021430938051,0,67,182.18228305949165,0.9,0.8595295683248754,S0066_0
Opportunist,5,8.632557159636447,99.67679171883388,0,67,180.5836613479094,0.92580373669681,0.6829861464483915,S0066_0
Aggressive,6,5.0,100.75197616761149,0,67,178.6565453570371,0.85,0.9076559703207523,S0066_0
Risk_Taker,7,5.0,103.55909557638768,0,67,173.81380070785542,0.8328862059398239,0.8320685288979311,S0066_0
Defensive,1,5.0,87.91031560436804,1,65,204.7541278432815,0.8958565900198321,0.7188688809053203,S0067_0
Conservative,2,5.0,88.31786258317521,0,65,203.80928017871946,0.95,0.7107757462414569,S0067_0
Risk_Taker,3,5.0,89.41183273177347,0,65,201.3156363095497,0.9244697072128597,0.8058668223686033,S0067_0
Balanced,4,5.0,90.32895986744154,0,65,199.27164030688655,0.9,0.7081937943227129,S0067_0
Opportunist,5,11.35895669427908,90.87752695344483,0,65,198.06877017264264,0.9265497970912552,0.9413358948268367,S0067_0
Aggressive,6,5.0,92.56748743897671,0,65,194.4527230672232,0.85,0.8570659028775087,S0067_0
Adaptive,7,5.0,92.80497651803125,0,65,193.95511615158642,0.8425830131766835,0.6420093923839816,S0067_0
Risk_Taker,1,7.902682820328562,87.33203483796787,1,68,206.10993472666053,0.92688699786805,0.9292669293584951,S0068_0
Conservative,2,9.472894153912417,87.80820442529294,0,68,204.99223412903706,0.95,0.6673541401598283,S0068_0
Balanced,3,5.0,89.38731040769379,0,68,201.37086481182118,0.9,0.7485549045651075,S0068_0
Adaptive,4,14.619620735405178,90.3905826254027,0,68,199.1357891186046,0.8659439185036023,0.7668891400735927,S0068_0
Aggressive,5,5.0,91.5981747744468,0,68,196.51046589436484,0.85,0.6224024547559923,S0068_0
Opportunist,6,8.307895291201945,91.89708080455115,0,68,195.87129256350175,0.9081814936181329,0.6992726623898218,S0068_0
Defensive,7,5.0,94.0805838241772,0,68,191.32534332099127,0.9336749804354819,0.9598233598453803,S0068_0
Conservative,1,6.18763270890204,96.77009843836422,1,67,186.00787113453998,0.95,0.683683852427975,S0069_0
Opportunist,2,5.0,98.70249761770499,0,67,182.36620586560727,0.8531131244335438,0.9083094116268007,S0069_0
Risk_Taker,3,5.0,99.6144030418043,0,67,180.69676121480242,0.9257180033478091,0.9315701128012873,S0069_0
Defensive,4,6.847913989101055,99.41356523209689,0,67,181.0618094017262,0.9122065710783961,0.9044849907943827,S0069_0
Aggressive,5,5.0,101.1011708309318,0,67,178.03948116585923,0.85,0.9858960002282287,S0069_0
Balanced,6,5.0,99.9340532586331,0,67,180.11878246762714,0.9,0.757824733670195,S0069_0
Adaptive,7,6.114471587531956,103.63963977159513,0,67,173.67872022393234,0.8115076089986042,0.8327914806551662,S0069_0
Defensive,1,5.0,87.68585355405428,1,58,205.27826633863845,0.8703304841248565,0.9223909943348156,S0070_0
Conservative,2,5.341472977625452,88.26037918051782,0,58,203.9420198182565,0.95,0.8853630520597676,S0070_0
Opportunist,3,5.0,88.26922414734103,0,58,203.9215839254912,0.890613508486221,0.8708704566696734,S0070_0
Risk_Taker,4,14.317388980699302,90.14325120273763,0,58,199.68216987777498,0.8733156778455352,0.9916060734435367,S0070_0
Balanced,5,5.0,89.4244606501326,0,58,201.2872078750783,0.9,0.7181629224243612,S0070_0
Aggressive,6,5.0,92.47580245372622,0,58,194.6455129060057,0.85,0.7810422804492518,S0070_0
Adaptive,7,5.0,94.17056692964506,0,58,191.14252559876613,0.9482194384983029,0.6421677759457569,S0070_0
Risk_Taker,1,11.887297721847753,94.51047405686022,1,56,190.45508108625805,0.9380344140396049,0.6812982965858673,S0071_0
Adaptive,2,5.0,96.9898102044739,0,56,185.58650606751786,0.8606865549743625,0.9084112332193371,S0071_0
Conservative,3,10.814896294014755,97.13039721590005,0,56,185.31788725201915,0.95,0.7328890380957063,S0071_0
Balanced,4,5.0,99.27954876147425,0,56,181.30622292861347,0.9,0.8597312010367543,S0071_0
Defensive,5,5.0,98.70069526511867,0,56,182.36953601644277,0.855696805511367,0.8893978540851742,S0071_0
Opportunist,6,5.0,100.40984616869822,0,56,179.2652880849779,0.8450466825026577,0.6762326607550245,S0071_0
Aggressive,7,5.0,101.99978061705619,0,56,176.47096779137658,0.85,0.676251683147762,S0071_0
Opportunist,1,5.0,86.45576527037421,1,53,208.19895519643336,0.8154920277415677,0.9260728240298366,S0072_0
Conservative,2,12.576064808698108,88.51786877147713,0,53,203.34877296322898,0.95,0.8331632292349302,S0072_0
Defensive,3,5.0,88.61998056810533,0,53,203.1144656612379,0.9042010542127378,0.60499639643211,S0072_0
Aggressive,4,5.0,90.95556611330343,0,53,197.89882872673658,0.85,0.8349510137969283,S0072_0
Balanced,5,5.0,90.05176763162495,0,53,199.8850269506386,0.9,0.8614364903912138,S0072_0
Risk_Taker,6,5.0,92.66713734718377,0,53,194.24361769762854,0.8812914452200863,0.6328196603656773,S0072_0
Adaptive,7,10.947912816819814,93.88159432898749,0,53,191.73087258108274,0.9476126362815489,0.8638481935179232,S0072_0
Opportunist,1,5.0,85.85239204714485,1,56,209.66218378767488,0.9382833607541333,0.8711956938831876,S0073_0
Adaptive,2,5.0,85.64852037615998,0,56,210.16124879852856,0.850351786724389,0.8605988409989986,S0073_0
Conservative,3,8.932680321936948,88.3487867891445,0,56,203.73794201565286,0.95,0.6682001931582235,S0073_0
Balanced,4,5.0,90.76750863585627,0,56,198.30884719126666,0.9,0.9813899225794682,S0073_0
Defensive,5,5.0,90.9999720228364,0,56,197.80225861479286,0.8341026443388122,0.8922257217818792,S0073_0
Risk_Taker,6,7.282219161962251,91.84186350827363,0,56,195.98905458161198,0.9392860419980533,0.6944660156231224,S0073_0
Aggressive,7,5.0,92.17527264209377,0,56,195.28013841512546,0.85,0.92220330166656,S0073_0
Defensive,1,12.13645263366668,85.64235297981594,1,60,210.17638322293894,0.8475856811633934,0.8135153143183362,S0074_0
Conservative,2,5.0,88.21901479661935,0,60,204.0376447356311,0.95,0.8791420429373041,S0074_0
Risk_Taker,3,5.0,89.33996218955939,0,60,201.47758694824643,0.857642981455401,0.6195779771729357,S0074_0
Opportunist,4,5.0,90.98297854444888,0,60,197.8392034198602,0.8474289900739276,0.730840035651265,S0074_0
Balanced,5,5.0,90.36275412932025,0,60,199.19711581875623,0.9,0.6053720023162236,S0074_0
Adaptive,6,5.0,89.82029995515164,0,60,200.4001323641495,0.8623880159416509,0.978166091041739,S0074_0
Aggressive,7,5.0,92.89557910191738,0,60,193.7659485415542,0.85,0.8732154620217875,S0074_0
Opportunist,1,5.0,85.55666564721272,1,57,210.38688059936575,0.9381689544407564,0.7293346975842729,S0075_0
Defensive,2,5.0,88.69647266355612,0,57,202.93929915654803,0.8334588741542874,0.9366591519109557,S0075_0
Conservative,3,9.13351591418398,87.78377786952568,0,57,205.04927489853154,0.95,0.9065339812169391,S0075_0
Balanced,4,5.0,89.37919672112274,0,57,201.38914490541748,0.9,0.9936463981465348,S0075_0
Risk_Taker,5,5.0,89.53454776411765,0,57,201.03971538921178,0.86860773427488,0.8008756130904973,S0075_0
Aggressive,6,5.0,90.95556292281773,0,57,197.8988356685152,0.85,0.611207170784699,S0075_0
Adaptive,7,5.0,93.37758750034259,0,57,192.76574263534022,0.9225265511169748,0.6580503643086587,S0075_0
Conservative,1,11.246797430774592,87.81197196031178,1,51,204.9834390250959,0.95,0.6585399515554633,S0076_0
Balanced,2,5.0,89.99577318974211,0,51,200.00939335283888,0.9,0.9005574094993066,S0076_0
Adaptive,3,5.0,88.13330627675586,0,51,204.23606875108567,0.8838095239930907,0.7720116604771308,S0076_0
Defensive,4,5.0,90.86506939855295,0,51,198.09592530049457,0.8069692779259751,0.802909017231259,S0076_0
Aggressive,5,5.0,91.0363073563175,0,51,197.72330977296483,0.85,0.6870775712797216,S0076_0
Risk_Taker,6,5.0,92.6293731475328,0,51,194.32280915181204,0.896045548020307,0.8235517507419592,S0076_0
Opportunist,7,5.0,94.42511484689562,0,51,190.62725027325482,0.8378956423758682,0.8824259474128964,S0076_0
Risk_Taker,1,5.0,86.2090745398199,1,53,208.79472487186734,0.9143854104385275,0.9827063723158981,S0077_0
Conservative,2,5.0,88.52227312434609,0,53,203.33865551233228,0.95,0.6811001888752578,S0077_0
Defensive,3,5.0,88.34468598394645,0,53,203.74739917317575,0.81769781683578,0.8665803825482983,S0077_0
Aggressive,4,5.0,90.47033861675192,0,53,198.9602368600733,0.85,0.8944298334263492,S0077_0
Balanced,5,5.0,90.18686564311683,0,53,199.58560342066596,0.9,0.9072941900240297,S0077_0
Opportunist,6,9.10519578700275,91.09003370321123,0,53,197.60668942825782,0.8530185938355381,0.71485171300827,S0077_0
Adaptive,7,5.0,94.33934784880131,0,53,190.80055576437516,0.9467300040561929,0.638729790309407,S0077_0
Conservative,1,10.89103490829608,88.1737952607818,1,52,204.1422845275448,0.95,0.8351178191039077,S0078_0
Balanced,2,5.0,89.10484933515379,0,52,202.00920751569703,0.9,0.6725891636014409,S0078_0
Defensive,3,5.0,89.8498743875232,0,52,200.33416988838363,0.8039290733458279,0.901745850136419,S0078_0
Aggressive,4,5.0,92.12852342182005,0,52,195.3792303561094,0.85,0.7017354153888353,S0078_0
Adaptive,5,5.0,93.19864695901722,0,52,193.13585108070555,0.9394534206163522,0.7163710257116763,S0078_0
Opportunist,6,5.0,93.43776984458891,0,52,192.6415841253343,0.8683094170887453,0.7282452444896836,S0078_0
Risk_Taker,7,5.0,94.1195838970663,0,52,191.24606436515555,0.9335089422155072,0.9165915467206756,S0078_0
Opportunist,1,5.0,95.62201146177921,1,60,188.24117716028937,0.894557948961336,0.7203092534051616,S0079_0
Risk_Taker,2,5.0,97.27439478456655,0,60,185.04355683594403,0.8742157312747884,0.7516030237886988,S0079_0
Conservative,3,5.0,97.22264419044235,0,60,185.14205358106813,0.95,0.9957454048087552,S0079_0
Balanced,4,5.0,98.54893130543017,0,60,182.6503825212783,0.9,0.8446675651181889,S0079_0
Adaptive,5,5.0,100.88649686108437,0,60,178.41832713038986,0.8349546772167175,0.7063567844639796,S0079_0
Aggressive,6,5.0,100.58201064165438,0,60,178.95844281865647,0.85,0.8990284840197829,S0079_0
Defensive,7,5.600535446990816,103.37467449749153,0,60,174.12388563735487,0.800302799213518,0.993264861558998,S0079_0
Risk_Taker,1,5.441936215132589,85.90361600926249,1,70,209.53716311615057,0.8064732639037736,0.6033080431091254,S0080_0
Defensive,2,5.0,87.79024149853315,0,70,205.03417797638426,0.8951769049447837,0.9415008688262082,S0080_0
Conservative,3,14.450294719994025,88.59849234061414,0,70,203.16372801017383,0.95,0.9269095350367874,S0080_0
Balanced,4,5.0,90.03566682543882,0,70,199.92077178590128,0.9,0.7629490893892014,S0080_0
Aggressive,5,5.0,92.57217285388474,0,70,194.44288110651863,0.85,0.8752760568599153,S0080_0
Opportunist,6,5.0,94.51628231730481,0,70,190.4433771481976,0.8934675952087276,0.7395599345291742,S0080_0
Adaptive,7,7.744975484519873,94.40810497534679,0,70,190.66159631845616,0.8240290785824911,0.8478837941634497,S0080_0
Defensive,1,8.833657447491172,85.04947106942497,1,63,211.64152785038243,0.908691082420022,0.7658593917864538,S0081_0
Conservative,2,6.9068572749328165,88.21033294724327,0,63,204.05772655642753,0.95,0.8731422421135648,S0081_0
Risk_Taker,3,13.230196592009204,89.02646748333697,0,63,202.18706311546111,0.8884532226085397,0.7121081420386912,S0081_0
Adaptive,4,5.0,88.15392321466867,0,63,204.18830318155176,0.848751205473833,0.865441762788812,S0081_0
Balanced,5,5.0,89.14575524354463,0,63,201.9165124668507,0.9,0.7097522669277746,S0081_0
Aggressive,6,5.0,91.51322650271071,0,63,196.69287913771484,0.85,0.7367001161871578,S0081_0
Opportunist,7,5.0,92.97814062981392,0,63,193.59389075832095,0.9206826552714537,0.9773937273967177,S0081_0
Opportunist,1,5.0,85.90451582732113,1,63,209.53496829179807,0.8976349614355469,0.6796533214035549,S0082_0
Defensive,2,5.0,86.21307330761914,0,63,208.7850404749373,0.877412637322814,0.8298007106679335,S0082_0
Risk_Taker,3,5.0,87.07150754152603,0,63,206.72663777430824,0.8022931061621189,0.9246783354831334,S0082_0
Conservative,4,9.454881361847692,88.61863883026864,0,63,203.11754093261823,0.95,0.6540626508719563,S0082_0
Adaptive,5,5.0,88.270994739158,0,63,203.91749354575927,0.9108637188945601,0.7439036895582348,S0082_0
Balanced,6,8.038399037859755,89.40952457128463,0,63,201.32083339341457,0.9,0.918277135671388,S0082_0
Aggressive,7,5.0,90.4726622559187,0,63,198.9551268988157,0.85,0.8644309129911805,S0082_0
Conservative,1,5.0,87.81294480871037,1,58,204.98116808644522,0.95,0.9012914739689319,S0083_0
Risk_Taker,2,7.298516857789176,89.463697558909,0,58,201.1989275107657,0.9309125231245082,0.9168341543753729,S0083_0
Adaptive,3,12.54900254862883,89.08279929531409,0,58,202.05920943648243,0.8157058750421495,0.8118208199917695,S0083_0
Balanced,4,5.0,89.4321051408495,0,58,201.27000221733817,0.9,0.7888292993930691,S0083_0
Defensive,5,6.602260479320375,90.75680371560765,0,58,198.3322380590239,0.910446037135776,0.7365740930234307,S0083_0
Opportunist,6,5.0,92.61693233664495,0,58,194.3489116501227,0.862145123563595,0.8533111378009471,S0083_0
Aggressive,7,5.0,92.94851415145378,0,58,193.65559701869066,0.85,0.7425388881737006,S0083_0
Conservative,1,10.095517581029364,88.27321858870057,1,61,203.91235629312482,0.95,0.8359019878710647,S0084_0
Adaptive,2,5.0,88.53023876454432,0,61,203.32035981370086,0.880864686888722,0.6844959934785922,S0084_0
Risk_Taker,3,5.875888339528128,88.49443134055139,0,61,203.4026291522339,0.934002917767432,0.8474112158570803,S0084_0
Defensive,4,5.0,90.07538979605656,0,61,199.83260733874758,0.9102931585251244,0.996943355164526,S0084_0
Balanced,5,5.0,90.28967392259094,0,61,199.35834540096073,0.9,0.9646512383726248,S0084_0
Opportunist,6,5.0,91.46311480031757,0,61,196.8006451485676,0.9167098515047304,0.8503511631707509,S0084_0
Aggressive,7,5.0,92.26843804020118,0,61,195.0829599191593,0.85,0.9164709775021365,S0084_0
Conservative,1,6.803574517491882,88.27405887407411,1,53,203.91041524076286,0.95,0.9598524470463787,S0085_0
Opportunist,2,5.0,88.52789507273194,0,53,203.32574252682417,0.9018710233804245,0.7560099416442678,S0085_0
Defensive,3,5.0,90.39580872413798,0,53,199.1242763802338,0.9212673396969986,0.9300321241003306,S0085_0
Balanced,4,5.0,89.50990793436321,0,53,201.09505657406368,0.9,0.7996516222055684,S0085_0
Adaptive,5,5.0,92.02054182915569,0,53,195.60849830050554,0.8801706900375328,0.8557106697961283,S0085_0
Aggressive,6,5.0,91.95735264533936,0,53,195.742912145615,0.85,0.8115844933923919,S0085_0
Risk_Taker,7,8.585745598389789,92.3323352640929,0,53,194.94795564864276,0.9423294414255643,0.8575418881791443,S0085_0
Defensive,1,5.0,94.01569726916354,1,62,191.45738980658356,0.89342596032141,0.7399712589180859,S0086_0
Conservative,2,9.15534583335261,97.3624304439724,0,62,184.87623940692578,0.95,0.8210741422278289,S0086_0
Opportunist,3,5.0,96.73144940283379,0,62,186.08219055045694,0.8673957467405998,0.8671816428068012,S0086_0
Balanced,4,5.0,98.44553259976034,0,62,182.8422227464674,0.9,0.728680797272083,S0086_0
Adaptive,5,5.0,100.59905905241904,0,62,178.92811493018797,0.8812495532679859,0.9343822443384107,S0086_0
Risk_Taker,6,15.720016243496913,100.53281732609689,0,62,179.04601182729866,0.9008436530617144,0.9433029904207804,S0086_0
Aggressive,7,5.0,100.8581618651639,0,62,178.46845180525887,0.85,0.6714305455334009,S0086_0
Conservative,1,16.600978865068242,87.8348711975761,1,64,204.9299982407981,0.95,0.9755955719961451,S0087_0
Adaptive,2,5.0,88.6242704712654,0,64,203.1046338015965,0.8542622414307871,0.8836825800494245,S0087_0
Balanced,3,5.0,90.15788672555794,0,64,199.64975504353035,0.9,0.6769817705051647,S0087_0
Opportunist,4,5.0,89.42182901271306,0,64,201.29313165179104,0.9308694534645,0.8283613066141057,S0087_0
Risk_Taker,5,5.0,90.7288164474983,0,64,198.3934179326145,0.8605393963042556,0.8216472718165108,S0087_0
Aggressive,6,5.0,91.8151471460446,0,64,196.04608345688897,0.85,0.6941770706797922,S0087_0
Defensive,7,5.0,93.45762892467226,0,64,192.60064916164492,0.9285279872543752,0.9469407789117119,S0087_0
Defensive,1,5.0,95.13942959479513,1,53,189.19600502823215,0.8071313229346616,0.7465380048922964,S0088_0
Adaptive,2,9.641841402181925,96.47122920256733,0,53,186.5841261564539,0.8306650034609785,0.9871964929541049,S0088_0
Conservative,3,5.0,97.32367704716894,0,53,184.94985543215873,0.95,0.7853894039526524,S0088_0
Opportunist,4,5.0,98.93533514561241,0,53,181.937019503777,0.8250645087691446,0.7427852317773573,S0088_0
Aggressive,5,5.0,100.23801704291479,0,53,179.5725866393953,0.85,0.8196980878027147,S0088_0
Balanced,6,5.0,99.01140588123667,0,53,181.79723679098996,0.9,0.8814024430542498,S0088_0
Risk_Taker,7,5.0,100.97392606421081,0,53,178.2638419798942,0.8022852337475295,0.8593990443831436,S0088_0
Adaptive,1,5.0,87.09162017399755,1,70,206.67889705161505,0.8807605707029413,0.7628761256046194,S0089_0
Conservative,2,17.942975616134245,88.33451795382216,0,70,203.77085217592625,0.95,0.7885898534818613,S0089_0
Opportunist,3,5.0,89.71252622054784,0,70,200.6408776824441,0.8813134497568236,0.8865648859833539,S0089_0
Defensive,4,11.690157823836177,90.79316247025154,0,70,198.25281453212642,0.8724032188295469,0.7504416544711379,S0089_0
Balanced,5,5.0,89.99941643611413,0,70,200.00129681704388,0.9,0.9831149638941776,S0089_0
Risk_Taker,6,5.0,91.53235766971888,0,70,196.651768382831,0.831297842467948,0.9012251474721499,S0089_0
Aggressive,7,5.0,92.4151584175382,0,70,194.77324183847344,0.85,0.6049524750417435,S0089_0
Conservative,1,5.0,87.90464752806774,1,64,204.7673303536385,0.95,0.8933587099544674,S0090_0
Opportunist,2,5.0,87.7917735015201,0,64,205.03060004464237,0.8914703734839815,0.6713166172460917,S0090_0
Balanced,3,5.0,89.61786017515307,0,64,200.8528206857429,0.9,0.9081442074365212,S0090_0
Risk_Taker,4,11.9272746108688,91.11882632938523,0,64,197.54424771596422,0.9312175912947894,0.6724496598043591,S0090_0
Aggressive,5,5.0,92.0161269192427,0,64,195.6178835455395,0.85,0.798354991267462,S0090_0
Defensive,6,5.0,92.24960083115616,0,64,195.12279552239235,0.89411796987982,0.9516293755971688,S0090_0
Adaptive,7,8.358820774235824,92.53621951398975,0,64,194.51842850872828,0.9152078148848778,0.7983933149825444,S0090_0
Conservative,1,5.0,88.59874652389256,1,53,203.1631451484013,0.95,0.6473929336152234,S0091_0
Risk_Taker,2,9.39610509753508,90.33663425211428,0,53,199.2547115466472,0.809969863751541,0.8375110460771736,S0091_0
Balanced,3,5.0,89.59858292378344,0,53,200.8960344307187,0.9,0.9708238989087463,S0091_0
Opportunist,4,5.0,90.5719995883932,0,53,198.73691738949637,0.9477590512262101,0.797444751291702,S0091_0
Aggressive,5,5.0,91.66422825514766,0,53,196.36885994280064,0.85,0.8452860946469579,S0091_0
Adaptive,6,5.0,92.21000625875331,0,53,195.2065803952952,0.9412060031565855,0.6317707457693261,S0091_0
Defensive,7,9.112502263642838,94.12097739429242,0,53,191.24323289370705,0.8985075332661386,0.7273051510426448,S0091_0
Opportunist,1,5.0,93.08621272925843,1,50,193.36913031743018,0.8110132645386616,0.9701698638540666,S0092_0
Conservative,2,6.048537630302555,96.93386362986244,0,50,185.69361960782027,0.95,0.6551376727529505,S0092_0
Balanced,3,5.0,99.0342536611159,0,50,181.75529510823577,0.9,0.8762984844334796,S0092_0
Risk_Taker,4,5.535819217798439,100.1280784453886,0,50,179.76975369418957,0.9114004366289984,0.9255596356147031,S0092_0
Adaptive,5,5.0,99.76256030069197,0,50,180.42840867101472,0.8412785377295323,0.6291425963370929,S0092_0
Aggressive,6,5.0,100.79175933919551,0,50,178.58602844131752,0.85,0.7141774429293455,S0092_0
Defensive,7,5.0,103.26681757241519,0,50,174.30574915681524,0.8917252460297538,0.9702261043060143,S0092_0
Adaptive,1,5.0,85.83069201592848,1,67,209.71519135205804,0.8530016639464707,0.7677229470995904,S0093_0
Conservative,2,5.0,88.03816221193497,0,67,204.45678950758256,0.95,0.8920906867315275,S0093_0
Defensive,3,5.0,87.77077092740667,0,67,205.07966159813515,0.8847072164446783,0.9072339477673039,S0093_0
Balanced,4,5.0,89.37808917423393,0,67,201.39164046023342,0.9,0.9749332283798159,S0093_0
Opportunist,5,7.707676002704655,90.12519954098813,0,67,199.72216529533185,0.9313911488359835,0.7239148688717173,S0093_0
Aggressive,6,5.0,92.85458742312726,0,67,193.85148865048694,0.85,0.9216769584522475,S0093_0
Risk_Taker,7,5.0,93.74053767603128,0,67,192.01938079561984,0.8217051935649761,0.6121627037983867,S0093_0
Defensive,1,5.0,85.98350371170007,1,58,209.3424810921107,0.9308847560404194,0.9740081017067069,S0094_0
Opportunist,2,16.277689456179132,87.82702916774664,0,58,204.9482963339294,0.8833456443229338,0.9795219280201259,S0094_0
Conservative,3,5.0,88.35836394434004,0,58,203.71585887827004,0.95,0.8256769036823172,S0094_0
Balanced,4,9.682190033005096,89.1177072885778,0,58,201.98006151250095,0.9,0.8426882974110642,S0094_0
Risk_Taker,5,5.0,89.1844881747491,0,58,201.82881988099314,0.8327558987329976,0.7267509779313447,S0094_0
Aggressive,6,5.0,92.47016042144179,0,58,194.6573891292417,0.85,0.7726555941775913,S0094_0
Adaptive,7,10.012041450329212,92.66587587276958,0,58,194.24626196501973,0.8112964935661339,0.8073463899644848,S0094_0
Opportunist,1,5.0,96.31268223255486,1,50,186.891275196111,0.8747457665731868,0.7604567366393274,S0095_0
Conservative,2,17.77747658968717,96.91723901468382,0,50,185.72547240303496,0.95,0.7337237299451241,S0095_0
Balanced,3,5.0,98.51846442801315,0,50,182.70686723048237,0.9,0.8764741541811945,S0095_0
Risk_Taker,4,5.0,99.04155845583988,0,50,181.74188977474284,0.8003094219393859,0.8207974483402547,S0095_0
Defensive,5,5.0,98.90615456358758,0,50,181.99069693309787,0.8964166528476768,0.6692424301910112,S0095_0
Aggressive,6,5.0,100.97516754358698,0,50,178.26165024415644,0.85,0.7789562284817092,S0095_0
Adaptive,7,5.0,102.14817738170959,0,50,176.2145978653853,0.8356614368605123,0.8496786613346444,S0095_0
Risk_Taker,1,5.0,86.19920654702709,1,50,208.8186274682223,0.8533222808264366,0.8332835914346007,S0096_0
Adaptive,2,5.0,86.5430028643898,0,50,207.98908524361514,0.9322497005500083,0.6969101452021577,S0096_0
Defensive,3,5.0,87.69944454855707,0,50,205.24645387045564,0.9099124418606404,0.8194431533758915,S0096_0
Opportunist,4,5.0,86.43593712099057,0,50,208.2467154235178,0.8376576514192172,0.6856863943097128,S0096_0
Conservative,5,14.319589728504116,88.51608218688669,0,50,203.35287729969855,0.95,0.9738725746562424,S0096_0
Aggressive,6,5.0,90.70341595858054,0,50,198.44897581607788,0.85,0.9794079000578054,S0096_0
Balanced,7,5.0,89.64323367406305,0,50,200.79596933603293,0.9,0.7468027490798942,S0096_0
Defensive,1,5.0,87.10423979811921,1,51,206.64895350350858,0.81662340513405,0.839721711819431,S0097_0
Conservative,2,13.67398295789495,87.97622811704633,0,51,204.60072436899927,0.95,0.6505589261503806,S0097_0
Balanced,3,5.0,90.0932794032688,0,51,199.7929270554105,0.9,0.7511523298855675,S0097_0
Risk_Taker,4,5.0,90.90838608990609,0,51,198.00153510808624,0.9004024950033821,0.7411401593289526,S0097_0
Adaptive,5,5.0,90.19166460636833,0,51,199.57498376994184,0.8587596054636567,0.6698669215569802,S0097_0
Opportunist,6,5.0,92.9804648217683,0,51,193.58905157662642,0.934976710048373,0.6872090188172404,S0097_0
Aggressive,7,5.0,92.97603117418133,0,51,193.59828304865792,0.85,0.6470919730714436,S0097_0
Defensive,1,5.0,95.03966393836183,1,69,189.39460909367207,0.8497863264721485,0.7567433545903709,S0098_0
Conservative,2,5.213103404682414,97.05931729913699,0,69,185.45360199190324,0.95,0.623159612499797,S0098_0
Balanced,3,6.960730957346744,98.83327040009452,0,69,182.12490517750575,0.9,0.8719099275783408,S0098_0
Opportunist,4,5.0,99.70683920756036,0,69,180.52924095336414,0.81700236628161,0.8921241080164471,S0098_0
Risk_Taker,5,11.050299646396383,99.47682962006526,0,69,180.9466593250702,0.9289989237643177,0.7930212695610882,S0098_0
Adaptive,6,9.914882597752994,100.57998228271845,0,69,178.96205180673155,0.861523109966233,0.6148524257064374,S0098_0
Aggressive,7,5.0,102.36746896401459,0,69,175.8371109705523,0.85,0.9624199352377752,S0098_0
Conservative,1,10.527966954703109,88.08549861597261,1,52,204.34691615330252,0.95,0.6306534754644403,S0099_0
Balanced,2,5.0,89.43226226359592,0,52,201.2696486078608,0.9,0.8626166869713544,S0099_0
Adaptive,3,6.077720976919762,93.60007626989815,0,52,192.307535606024,0.8494527870611837,0.6016630812905276,S0099_0
Aggressive,4,5.0,92.6417467335073,0,52,194.29685465429202,0.85,0.6856375246863106,S0099_0
Defensive,5,5.0,93.93097329279301,0,52,191.63008078168266,0.9481637565527982,0.658288312454536,S0099_0
Risk_Taker,6,5.0,94.72890147046081,0,52,190.01592671918525,0.9179664539638477,0.9891450684183571,S0099_0
Opportunist,7,5.0,94.38091258808494,0,52,190.71652844213332,0.9382564225676928,0.6671404332602241,S0099_0
