agent,final_position,battery_soc,lap_time,won,laps_completed,avg_speed,consistency_rating,strategy_effectiveness,scenario_id
Aggressive,7,5.0,99.59921613081332,0,69,180.7243138978007,0.85,0.6898877270865844,S0011_0
Risk_Taker,1,6.73569403651987,86.90502231541056,1,70,207.1226670268989,0.8206452198013044,0.7145645664773009,S0012_0
Opportunist,2,5.0,89.71097810973848,0,70,200.64434007153056,0.8489611469334972,0.9366107542798128,S0012_0
Conservative,3,11.60464812455042,88.47466769536422,0,70,203.44806563136873,0.95,0.8400459740877251,S0012_0
Adaptive,4,5.0,90.23245032793118,0,70,199.48477443073665,0.8389839533072777,0.885304679639553,S0012_0
Defensive,5,5.0,91.48225566324147,0,70,196.75946848381645,0.8284642578293011,0.8119767507776021,S0012_0
Aggressive,6,5.0,91.08855604410391,0,70,197.60989504855726,0.85,0.7553719760655206,S0012_0
Balanced,7,5.0,90.6841408350675,0,70,198.4911566040819,0.9,0.6271279363680384,S0012_0
Conservative,1,17.791351205921828,96.59691910682645,1,60,186.3413467679421,0.95,0.9453927952758399,S0013_0
Defensive,2,8.157230103914214,97.85589766156691,0,60,183.9439464573992,0.87102815550199,0.9200292859725752,S0013_0
Adaptive,3,5.0,97.29724883158579,0,60,185.00009215221124,0.8173048032975998,0.8266159488719789,S0013_0
Balanced,4,5.0,99.70800338357014,0,60,180.52713312044955,0.9,0.7739714035348182,S0013_0
Opportunist,5,5.0,100.306064238619,0,60,179.45076538123996,0.8687016187751595,0.9129408924181523,S0013_0
Aggressive,6,5.0,101.44750213031298,0,60,177.43167275699258,0.85,0.6724773725319166,S0013_0
Risk_Taker,7,5.0,103.50814888222665,0,60,173.89935183248915,0.8146363920366404,0.8613883657791032,S0013_0
Opportunist,1,5.0,86.07554667400294,1,52,209.11862538813793,0.9380963999177974,0.9213618425254827,S0014_0
Defensive,2,5.0,87.54279641469752,0,52,205.61371965698356,0.9321092157680685,0.8532089739100641,S0014_0
Conservative,3,5.0,88.23248217827256,0,52,204.00650141102503,0.95,0.6401557401034115,S0014_0
Balanced,4,5.0,89.89615439886643,0,52,200.23103457946112,0.9,0.8698115482157666,S0014_0
Adaptive,5,5.0,92.43438049372288,0,52,194.73273801215512,0.936005535562543,0.7144076422262445,S0014_0
Risk_Taker,6,8.75988816125955,92.39012355830623,0,52,194.826019348707,0.8058948088840786,0.8400338021603584,S0014_0
Aggressive,7,5.0,92.22500642748018,0,52,195.17483052878987,0.85,0.8429185153989103,S0014_0
Conservative,1,6.714406118698488,87.85417951683382,1,52,204.88495936099434,0.95,0.7689446090005513,S0015_0
Risk_Taker,2,5.0,87.90333495128105,0,52,204.7703879491739,0.8109033249965224,0.6683802810394711,S0015_0
Opportunist,3,5.0,88.18439761370172,0,52,204.11774063310304,0.8443112010121993,0.894378050569863,S0015_0
Balanced,4,5.0,89.60994350251079,0,52,200.87056521239361,0.9,0.7741077209709654,S0015_0
Adaptive,5,12.038673693225187,90.77239319068084,0,52,198.2981759904505,0.8616246848793377,0.6751858614584664,S0015_0
Aggressive,6,5.0,91.87605319237524,0,52,195.91612149806423,0.85,0.9930948271889597,S0015_0
Defensive,7,5.0,94.82485862466767,0,52,189.82364182842548,0.9278584706936986,0.7783767490883734,S0015_0
Adaptive,1,5.0,88.45216777679718,1,61,203.49981749934872,0.8851342763629959,0.6942780450336061,S0016_0
Defensive,2,5.0,87.03260841998622,0,61,206.81903400089834,0.8273762447856757,0.6339382132189643,S0016_0
Conservative,3,6.854244123956598,88.59133621644729,0,61,203.1801389248968,0.95,0.6225493140809265,S0016_0
Aggressive,4,5.0,90.67325485581144,0,61,198.51498690130393,0.85,0.9412221988579403,S0016_0
Balanced,5,5.0,89.73270400128094,0,61,200.59576049043443,0.9,0.7889759946684469,S0016_0
Risk_Taker,6,6.599650118140616,91.29868434799494,0,61,197.15508639085127,0.9438476858860629,0.9261251794942618,S0016_0
Opportunist,7,10.760096401211918,92.75825706270425,0,61,194.0528053241887,0.94725092935657,0.6528742935113769,S0016_0
Opportunist,1,5.0,86.39210537676273,1,61,208.35237110498224,0.9449473557822009,0.9380015814056495,S0017_0
Conservative,2,18.037649717675425,88.27460699338798,0,61,203.90914910953103,0.95,0.7238846999934928,S0017_0
Balanced,3,5.0,89.21476912517956,0,61,201.7603158815973,0.9,0.9633686087885873,S0017_0
Aggressive,4,5.0,90.80515511778188,0,61,198.22663125956333,0.85,0.8081020332566127,S0017_0
Adaptive,5,5.0,90.02338716296437,0,61,199.94804202840749,0.8458507404004613,0.7784887953375051,S0017_0
Risk_Taker,6,12.502520917299847,90.69966416325741,0,61,198.45718466609085,0.8066653376677477,0.9209805973657306,S0017_0
Defensive,7,5.0,95.07427184162826,0,61,189.3256677262155,0.8399008354214442,0.836742060214585,S0017_0
Opportunist,1,12.947161424232966,96.03208672772351,1,68,187.43735154932938,0.9215159063213368,0.9680736663060932,S0018_0
Adaptive,2,10.323507882455086,95.03141709205377,0,68,189.41104479757468,0.8398123509665669,0.7980454549779273,S0018_0
Conservative,3,16.509735274222088,96.64498338547004,0,68,186.24867395555046,0.95,0.7315720350670588,S0018_0
Risk_Taker,4,5.0,95.32220063282148,0,68,188.83324011093188,0.8636782329887679,0.9056027635091666,S0018_0
Aggressive,5,5.0,99.5857443152102,0,68,180.74876202186275,0.85,0.6043178713172983,S0018_0
Balanced,6,5.0,99.62133579588478,0,68,180.68418633615187,0.9,0.8828561495099541,S0018_0
Defensive,7,5.0,100.18683971057179,0,68,179.66431571252193,0.8066680405101039,0.621284412162871,S0018_0
Risk_Taker,1,5.0,87.11098883064625,1,56,206.63294311804984,0.8202568533390912,0.6676303693783172,S0019_0
Conservative,2,5.0,88.20117217832231,0,56,204.07892044346275,0.95,0.9350529557234881,S0019_0
Aggressive,3,5.0,90.51443885525784,0,56,198.86329990714415,0.85,0.8684454759435491,S0019_0
Balanced,4,5.0,90.86397610395353,0,56,198.09830883261128,0.9,0.6397791694102667,S0019_0
Adaptive,5,5.0,93.02223014986444,0,56,193.50213353303732,0.8233811398074985,0.7434582599682852,S0019_0
Opportunist,6,5.0,92.24587553187055,0,56,195.13067544988587,0.8476239628285674,0.7661399363684546,S0019_0
Defensive,7,5.0,94.92589605017632,0,56,189.62159694005402,0.8015094990788129,0.8977776023072382,S0019_0
Risk_Taker,1,5.0,94.34450093647105,1,67,190.79013425616293,0.8744505567864023,0.98924495090328,S0020_0
Adaptive,2,5.0,95.83108393633336,0,67,187.83049570803703,0.800559474426609,0.7360461012840357,S0020_0
Conservative,3,7.8316648117267285,97.2201751233705,0,67,185.14675556959605,0.95,0.7233798056493856,S0020_0
Balanced,4,6.367726429514344,98.663179161611,0,67,182.43888097824083,0.9,0.8372784472250755,S0020_0
Opportunist,5,5.0,100.33002555318805,0,67,179.4079080589653,0.8895235251831879,0.7536552106641033,S0020_0
Aggressive,6,5.0,100.6831761735555,0,67,178.7786270168115,0.85,0.8776732637323107,S0020_0
Defensive,7,5.0,101.4029117700786,0,67,177.50969558757126,0.9263886525758293,0.6860888793576152,S0020_0
Opportunist,1,5.0,87.88322592016239,1,55,204.81724255721016,0.8866416045073315,0.8558513170435769,S0021_0
Risk_Taker,2,9.408843955760236,87.09185474345323,0,55,206.67834039156315,0.8317819900919167,0.8674549538514684,S0021_0
Balanced,3,5.0,89.40750404524456,0,55,201.32538305611484,0.9,0.6141520609549038,S0021_0
Conservative,4,5.0,88.60966458693018,0,55,203.13811234824354,0.95,0.8204129953669648,S0021_0
Adaptive,5,5.0,89.48872031499673,0,55,201.14266844626582,0.943621730582044,0.6575537718635501,S0021_0
Aggressive,6,5.0,92.6586372971632,0,55,194.26143665671069,0.85,0.6500100137272276,S0021_0
Defensive,7,9.689366639499523,93.86686698486656,0,55,191.76095440473156,0.8596227388784631,0.8220833091318871,S0021_0
Risk_Taker,1,5.0,86.57948555369006,1,52,207.90144322164812,0.9068646376138325,0.8872355999435507,S0022_0
Defensive,2,5.0,86.330637406119,0,52,208.5007193370286,0.8668882802734164,0.6885461806813656,S0022_0
Adaptive,3,5.0,87.75934294279325,0,52,205.10636698514787,0.8380197083776502,0.7175346991703193,S0022_0
Conservative,4,15.860603581785783,88.60155739567871,0,52,203.15669982656422,0.95,0.904398801496371,S0022_0
Balanced,5,5.0,90.41762268947575,0,52,199.0762360764339,0.9,0.7055377693372287,S0022_0
Aggressive,6,5.0,92.53896707234173,0,52,194.51265309595055,0.85,0.8461820295107564,S0022_0
Opportunist,7,5.0,92.62181469872544,0,52,194.3386669603624,0.8115701802255672,0.905365319063653,S0022_0
Adaptive,1,5.0,95.07267181733432,1,57,189.32885398007835,0.8293752890046574,0.7112055430874262,S0023_0
Conservative,2,8.529360599621423,97.12805878287244,0,57,185.32234892327654,0.95,0.7858187575713581,S0023_0
Balanced,3,5.0,99.01277340516285,0,57,181.79472588191757,0.9,0.9870767384819585,S0023_0
Opportunist,4,7.1429621227753435,100.15045984528594,0,57,179.72957915327294,0.9346094638640702,0.8039548375919223,S0023_0
Risk_Taker,5,14.988245825818574,99.72165811818635,0,57,180.50241381533266,0.8079958186915401,0.9119355581965526,S0023_0
Defensive,6,5.0,100.92195787149569,0,57,178.35563617304638,0.818080904244853,0.6989742870193201,S0023_0
Aggressive,7,5.0,102.23002539038866,0,57,176.0735158899051,0.85,0.8932662165238094,S0023_0
Risk_Taker,1,8.148877772478144,88.82478013253892,1,55,202.64615316966163,0.8842812555344775,0.6043741526709682,S0024_0
Conservative,2,16.848730839851548,88.41490721732234,0,55,203.58557811700584,0.95,0.7308588733025905,S0024_0
Opportunist,3,14.613975711574977,90.61856326773389,0,55,198.63479789255467,0.9140212632842425,0.7034344893884638,S0024_0
Balanced,4,5.0,90.76473611323853,0,55,198.31490478353962,0.9,0.9027933528597761,S0024_0
Adaptive,5,5.0,92.21441542749261,0,55,195.197246727148,0.8359144025447839,0.7519106983372295,S0024_0
Aggressive,6,5.0,93.03521020803802,0,55,193.47513656119887,0.85,0.8103773276382962,S0024_0
Defensive,7,5.0,95.44098672165069,0,55,188.5982177918611,0.8822226111095721,0.7922795219271878,S0024_0
Conservative,1,6.025923487481055,87.80456339108613,1,54,205.00073464094407,0.95,0.9825121799423169,S0025_0
Risk_Taker,2,8.673204156699295,87.82030029176222,0,54,204.96399966977168,0.8428827722305352,0.7190817779541259,S0025_0
Defensive,3,5.0,89.36066986090071,0,54,201.4308982689912,0.845251802043467,0.9363665477526918,S0025_0
Balanced,4,5.215282328680826,90.57071541486192,0,54,198.73973521739836,0.9,0.724704473370404,S0025_0
Opportunist,5,5.0,92.1437502113386,0,54,195.34694386451227,0.8701716563456019,0.6667396943161784,S0025_0
Aggressive,6,5.0,90.95761919067856,0,54,197.89436179354902,0.85,0.6782367822501821,S0025_0
Adaptive,7,5.0,95.04422096334673,0,54,189.38552831046508,0.8097544457297434,0.8068301128429402,S0025_0
Opportunist,1,13.70395285445191,85.117940185429,1,53,211.47128279640097,0.9228313621754656,0.8809305779692463,S0026_0
Conservative,2,14.707310647825778,88.47186141898786,0,53,203.45451888657598,0.95,0.6780869159904865,S0026_0
Balanced,3,7.929144448398282,90.1304526917368,0,53,199.71052471647297,0.9,0.9482072329122848,S0026_0
Defensive,4,5.0,90.41533730479541,0,53,199.0812680300129,0.8319031600527028,0.6146438838520484,S0026_0
Aggressive,5,5.0,92.17917744807791,0,53,195.2718661450296,0.85,0.9354833264501154,S0026_0
Risk_Taker,6,5.0,92.48735857762358,0,53,194.6211923102205,0.8426897268925335,0.8917625182399876,S0026_0
Adaptive,7,6.930067266947293,93.41584796051177,0,53,192.68679129914722,0.8729427700534824,0.9029667332101272,S0026_0
Opportunist,1,5.0,95.49708534567762,1,68,188.4874280177674,0.8679053908279821,0.6309708127034496,S0027_0
Conservative,2,5.0,96.85911133926705,0,68,185.83693109625645,0.95,0.6094843302663259,S0027_0
Adaptive,3,5.0,99.68251559990856,0,68,180.57329203293614,0.9074651716135661,0.8819631934177028,S0027_0
Balanced,4,5.0,99.92207421602198,0,68,180.1403758001032,0.9,0.9750600081265999,S0027_0
Aggressive,5,5.0,100.62071490214741,0,68,178.88960555989698,0.85,0.6519777005289165,S0027_0
Defensive,6,11.701816866167643,102.232712008586,0,68,176.06888877689434,0.8495897964654001,0.9680575036243443,S0027_0
Risk_Taker,7,5.0,102.41959141814739,0,68,175.74762553495833,0.8437043601450186,0.7195544021480773,S0027_0
Conservative,1,8.985266973814491,88.33733574077353,1,52,203.76435228724938,0.95,0.683636525225342,S0028_0
Opportunist,2,12.058766743829475,89.23440518698591,0,52,201.71591845412053,0.8049622463479852,0.6599321844125271,S0028_0
Balanced,3,5.0,90.23138232716106,0,52,199.48713558144968,0.9,0.7023231778065718,S0028_0
Adaptive,4,5.0,90.18899826494142,0,52,199.58088399122425,0.8506012368514005,0.9427543788929886,S0028_0
Risk_Taker,5,6.120271322559423,91.37632032574632,0,52,196.9875776988176,0.8951526839163048,0.8238351733332626,S0028_0
Aggressive,6,5.0,90.52948035525735,0,52,198.8302587109093,0.85,0.6538267961051843,S0028_0
Defensive,7,5.0,95.55366621871883,0,52,188.37581761435152,0.8288138676824228,0.9847039493225804,S0028_0
Adaptive,1,5.0,96.75896073454007,1,65,186.02928207738114,0.888925803765748,0.8033787300431606,S0029_0
Conservative,2,11.251505381584082,97.46535031419903,0,65,184.68101681236874,0.95,0.6129714460164385,S0029_0
Balanced,3,5.0,99.86749825323925,0,65,180.23881958429013,0.9,0.8917518600254395,S0029_0
Risk_Taker,4,5.0,100.56001424022958,0,65,178.99758801743488,0.9371417336159338,0.8002114551979863,S0029_0
Aggressive,5,5.0,100.96463318396894,0,65,178.28024955235534,0.85,0.8834348157774823,S0029_0
Defensive,6,5.0,101.03839755976647,0,65,178.15009377353397,0.8152389495499857,0.7318785263094847,S0029_0
Opportunist,7,5.0,100.84080928432869,0,65,178.49916246950744,0.8870735541486613,0.7210521185192149,S0029_0
Conservative,1,13.126063823083019,87.99350971319241,1,57,204.56054155209304,0.95,0.7792963516453217,S0030_0
Adaptive,2,13.953492331181945,87.71959544515754,0,57,205.19930476940738,0.8460877546662593,0.804246256871352,S0030_0
Risk_Taker,3,15.01286332077979,90.18602537912858,0,57,199.5874629614809,0.9327215346057176,0.8940161109550077,S0030_0
Balanced,4,5.0,89.3432099217744,0,57,201.47026299771557,0.9,0.8711193325993577,S0030_0
Aggressive,5,5.0,90.77416353306323,0,57,198.29430863820352,0.85,0.6056051547768554,S0030_0
Defensive,6,6.397630469964931,90.19376680078203,0,57,199.57033216894018,0.933335749677295,0.7678897406153027,S0030_0
Opportunist,7,5.0,90.78686797769896,0,57,198.26655992165684,0.9108207589212053,0.8661575788889568,S0030_0
Conservative,1,14.32670381581882,88.35065357880765,1,62,203.73363717048488,0.95,0.7239025963698114,S0031_0
Opportunist,2,5.0,89.41323174958485,0,62,201.31248639364358,0.905433041972308,0.7924126473560937,S0031_0
Balanced,3,5.0,90.65666494212583,0,62,198.55131458333474,0.9,0.8523691513196003,S0031_0
Aggressive,4,5.0,91.10484365684614,0,62,197.57456659273217,0.85,0.7697921121151168,S0031_0
Adaptive,5,5.251583547434686,90.43388048366475,0,62,199.04044705071985,0.8740398045547713,0.7747495539762315,S0031_0
Risk_Taker,6,5.0,91.35369044722998,0,62,197.03637490592254,0.8318155645175707,0.6384638231068882,S0031_0
Defensive,7,8.25832478175098,94.54516072410544,0,62,190.38520704963676,0.8484369308529189,0.8163420795542055,S0031_0
Conservative,1,5.0,88.16156227066627,1,62,204.17061059714328,0.95,0.6863230241889703,S0032_0
Risk_Taker,2,5.0,88.24683414360986,0,62,203.97332294898445,0.949223984509221,0.9004032046759094,S0032_0
Adaptive,3,5.0,89.80311722965074,0,62,200.43847647258343,0.9375574058756905,0.9269309098907187,S0032_0
Balanced,4,5.0,90.65915243193669,0,62,198.5458667674363,0.9,0.7567833041416528,S0032_0
Aggressive,5,5.0,92.61753536963157,0,62,194.34764624391022,0.85,0.7237673618536834,S0032_0
Opportunist,6,5.0,91.85339975086846,0,62,195.96443951798108,0.9303550303570058,0.8706615716078918,S0032_0
Defensive,7,5.383185003513787,93.51554001932833,0,62,192.4813779215696,0.8419068072341142,0.7964600778876423,S0032_0
Defensive,1,5.517836324349259,95.71395720026253,1,52,188.0603469600422,0.8209610386879951,0.8880394737000081,S0033_0
Conservative,2,13.55772938967227,97.45031470862679,0,52,184.7095112398498,0.95,0.7637199342683711,S0033_0
Balanced,3,5.0,98.21152588698742,0,52,183.2778773920355,0.9,0.9641144058064512,S0033_0
Opportunist,4,5.0,99.67708729436605,0,52,180.58312585762522,0.8979527346925217,0.9560001025272166,S0033_0
Aggressive,5,5.0,101.68408569408588,0,52,177.01885085688397,0.85,0.7098249888584451,S0033_0
Risk_Taker,6,5.0,104.39391026801846,0,52,172.42385071875577,0.8535584745977289,0.7677463475658292,S0033_0
Adaptive,7,5.0,104.49401510972935,0,52,172.25866937066365,0.8907825179245694,0.6482134381515625,S0033_0
Opportunist,1,12.876963366834472,86.49413682716609,1,59,208.10659150189423,0.9303710435858273,0.8768178082428314,S0034_0
Conservative,2,12.463107128364538,88.1708227673804,0,59,204.1491667542799,0.95,0.6924170459291495,S0034_0
Balanced,3,5.0,90.54099782278146,0,59,198.8049660688733,0.9,0.8724597404407045,S0034_0
Adaptive,4,10.696150846585263,90.70167570482518,0,59,198.45278337059906,0.9116626161397007,0.8605055677886208,S0034_0
Defensive,5,5.0,91.88312869517361,0,59,195.90103488656558,0.9221949259842322,0.8603629617040277,S0034_0
Aggressive,6,5.0,92.1392292513795,0,59,195.35652887752482,0.85,0.6068338242725051,S0034_0
Risk_Taker,7,5.0,92.47017275467181,0,59,194.65736316676882,0.9414007010645682,0.6033521860441377,S0034_0
Opportunist,1,5.0,89.69151157102478,1,57,200.68788767983006,0.9393757512810917,0.7352794059703894,S0035_0
Conservative,2,18.80444833634128,88.6311870169144,0,57,203.0887840480448,0.95,0.9567391830006436,S0035_0
Balanced,3,5.0,89.52253636228517,0,57,201.06668925416187,0.9,0.759868571761627,S0035_0
Risk_Taker,4,11.722080697178496,89.67287893987208,0,57,200.7295875051525,0.9299823127179834,0.6595579190713,S0035_0
Aggressive,5,5.0,92.47356558709585,0,57,194.65022123589225,0.85,0.6186557036918099,S0035_0
Defensive,6,12.011311617082686,92.37269976242496,0,57,194.86276839688057,0.8807906127855413,0.7305378072528166,S0035_0
Adaptive,7,5.0,93.9636901431751,0,57,191.5633578520905,0.8773215729118738,0.9830803235608724,S0035_0
